,V14,V4,V10,V17,Time,V12,V26,Amount,V21,V8,V11,V7,V28,V19,V3,V22,V6,V20,V27,V16,V13,V25,V24,V18,V2,V1,V5,V15,V9,V23,Class_1
10,-0.76327664,0.36241013,-0.6198787,-0.17792146,-0.19637226,-0.46272528,0.104037344,-0.14225712,0.04576171,0.021012835,0.53302383,-0.13544357,0.15269054,-0.13792709,-0.2874439,-0.08631957,-0.21722895,0.07770392,0.1709821,-0.16028515,0.07116283,0.32781118,-0.110617265,0.09447052,0.30483308,-0.029639313,0.078678794,-0.13717914,-0.29641983,-0.10025152,0
11,-0.3957128,0.100559935,-0.3887022,-0.584862,-0.0954592,-0.28355086,-0.10424775,-0.14633094,0.07461599,0.07058042,0.26722306,-0.14118378,0.0896416,-0.013468491,-0.08944698,0.0021749875,-0.114903435,0.036300495,0.1460507,-0.22746444,-0.16697145,0.06238798,-0.034867667,-0.080524035,0.121284686,-0.08628284,-0.03239998,-0.021377545,-0.16343693,-0.040811885,0
12,-0.6280193,0.24578175,-0.7153892,-1.0564187,-0.033073872,-0.43377864,-0.043125644,0.10971825,0.15496583,0.258984,0.31428218,-0.40658253,0.20729385,0.2336869,-0.27937168,0.009952209,-0.16181453,0.010924675,0.009953257,-0.5558043,0.038440883,-0.012326413,0.028225504,-0.41716808,0.26731494,-0.20803069,-0.2827403,0.10471321,-0.3368952,-0.077731214,0
13,-0.6412264,0.3582667,-0.40866703,-0.6912041,0.12590113,-0.34907487,-0.027387554,-0.090939686,0.055180307,0.05194024,0.25563177,-0.22166371,0.11862935,-0.10122917,-0.23644239,-0.12093641,-0.14352506,0.05481187,0.20176533,-0.29889923,0.054457694,0.013631711,-0.053411625,-0.29731065,0.19316795,0.015350493,-0.050059,-0.08982743,-0.3262823,0.023435187,0
14,-0.62223154,0.27466905,-0.7074886,-1.0722301,-0.03954006,-0.41937244,-0.08055917,0.13644053,0.13135129,0.31315428,0.29370525,-0.41004562,0.13491817,0.26467776,-0.30928773,-0.0679883,-0.11371733,-0.012296956,-0.057133894,-0.56587636,0.031474106,0.015866771,0.049844727,-0.48134917,0.2692733,-0.22346835,-0.3959924,0.047828272,-0.32104883,-0.0494452,0
15,-0.65666765,0.2438997,-0.5540356,-0.46872854,-0.023978362,-0.363375,0.015802322,-0.15603128,0.06588292,0.12022123,0.34220222,-0.1741948,0.06915663,-0.17788607,-0.19527593,-0.058216516,-0.16169935,0.023328781,0.12211619,-0.17911178,-0.08873332,0.12414414,-0.082056805,-0.054729097,0.23507187,-0.10159437,0.015037135,-0.19246078,-0.30147272,-0.076521285,0
16,-0.58123523,0.10812181,-0.4865259,-0.6741734,0.10511095,-0.28936258,0.12022859,-0.045078624,0.10883046,0.12544966,0.30770624,-0.25314137,0.029534612,0.17119512,-0.23968014,0.09859584,-0.14887454,0.025637966,-0.08870505,-0.36754313,0.060136482,-0.039779082,-0.072630435,-0.21799928,0.17961818,-0.16707458,-0.07666599,-0.16013119,-0.15901503,-0.06274315,0
17,-0.8246471,0.36163306,-0.70825386,-0.26238805,-0.1923097,-0.50564396,0.0963597,-0.15127197,0.04987111,0.045725852,0.5765922,-0.13265821,0.16436948,-0.17796995,-0.32147822,-0.07541241,-0.24465966,0.09011545,0.20037879,-0.2034184,0.0348446,0.3107265,-0.10711582,0.06346024,0.3497692,-0.04812345,0.10418013,-0.16352114,-0.36406347,-0.097846694,0
18,-0.7621832,0.21794227,-0.6275142,-0.46167803,-0.077783905,-0.33790994,-0.04084862,-0.15195215,0.035131894,0.06876801,0.29251054,-0.23357432,0.13616827,0.009026049,-0.22726882,-0.102950245,-0.10185091,0.073558174,0.21405855,-0.32432902,0.027818516,0.18342334,-0.1318957,-0.2027465,0.17155465,-0.025542999,-0.041912377,0.022007197,-0.16169617,-0.040408563,0
19,-0.53798157,0.16189277,-0.68217456,-0.51523256,-0.19492115,-0.4303069,0.06910942,-0.1545931,0.07033481,0.16123787,0.47102553,-0.28155583,0.043151684,0.04542447,-0.22777075,-0.07479421,-0.16613144,0.045947183,0.0674134,-0.26057518,0.13482782,0.017136909,-0.06857573,-0.06362468,0.2492443,-0.094625056,-0.09976427,-0.05612143,-0.11867535,-0.008090336,0
20,-0.6494837,0.3428954,-0.40524852,-0.68956053,0.12228585,-0.35486934,-0.025734363,-0.096967354,0.049688686,0.052319124,0.24561563,-0.21725735,0.11489999,-0.10938295,-0.2438955,-0.12289932,-0.14242178,0.057410225,0.19492304,-0.2873484,0.055392623,0.009391347,-0.052122746,-0.29825616,0.19130021,0.01812039,-0.04282673,-0.09276636,-0.31068158,0.024786431,0
21,-0.7663,0.34809095,-0.4546643,0.033618048,0.041937307,-0.33648235,0.042468295,-0.20417087,0.02451732,0.02115149,0.442112,-0.070488095,0.10977931,-0.26628995,-0.29602793,-0.111039,-0.18907312,0.05149273,0.1118675,0.044107832,-0.029676031,0.10182773,-0.02405543,0.17000306,0.2638488,0.042051107,0.13755786,-0.07221106,-0.33100915,-0.025375376,0
22,-0.7136582,0.3584161,-0.5204527,0.104253024,-0.18828042,-0.44553578,0.10314958,-0.14623246,0.02468674,0.00627172,0.52854264,-0.049581423,0.12373172,-0.22563392,-0.27766705,-0.075088665,-0.24785978,0.059445404,0.13249399,-0.06618438,0.05009284,0.31177226,-0.03454748,0.18230282,0.29630378,-0.0099512115,0.117095426,-0.14867595,-0.27964807,-0.08980558,0
23,-0.51564574,0.1553494,-0.69471043,-0.54235077,-0.17612128,-0.43670863,0.07551227,-0.1367454,0.07062675,0.16677994,0.4633191,-0.28203553,0.037393667,0.045399543,-0.22842568,-0.065107904,-0.15335588,0.038083352,0.07071763,-0.26523915,0.13830113,0.015021398,-0.072802186,-0.07582887,0.2395657,-0.09819777,-0.09708409,-0.07808183,-0.1149393,-0.0044131107,0
24,-0.314615,0.092016935,-0.5671633,-0.7604819,0.0283076,-0.4051283,0.08880336,0.09356856,0.10938213,0.20577839,0.31108412,-0.2781754,-0.030620374,0.111591175,-0.24467918,0.068716556,-0.060998835,-0.014285393,0.06828514,-0.33986178,0.12257368,-0.06681855,-0.038422503,-0.20436117,0.13822535,-0.12772638,-0.123659685,-0.15394804,-0.079279095,0.02164206,0
25,-0.99657863,0.41094804,-1.5251113,-1.7725137,-0.015482591,-0.6973398,0.07870847,0.17411262,0.3111853,0.6115436,0.687662,-0.917531,0.08290179,0.484896,-0.4892985,0.14925003,-0.26731965,0.018488064,0.037445486,-0.96784985,-0.0027135182,-0.06811407,0.09527825,-0.71970326,0.59615964,-0.21179266,-0.6589104,0.097436555,-0.35563377,0.097994015,1
26,-0.7541206,0.23227426,-0.6664883,-0.45102435,-0.09982898,-0.35919303,-0.027527736,-0.15387683,0.042740077,0.07549323,0.33901057,-0.22659086,0.15298094,-0.012006285,-0.2312789,-0.10252623,-0.12763079,0.074518695,0.22170831,-0.32244286,0.03167885,0.20546243,-0.12590991,-0.17021868,0.19371462,-0.03493899,-0.032063104,-0.0012674704,-0.18026341,-0.05092254,0
27,-1.1903608,0.5632871,-1.3235883,-1.3037407,-0.17548929,-0.68646365,0.13302569,-0.14462097,0.2550348,0.6444209,0.87322587,-0.8488941,0.21108441,0.13396885,-0.5673901,0.032267384,-0.32825422,0.192211,0.41629648,-0.8182478,0.031529676,-0.0963938,-0.16370215,-0.56142354,0.73153067,-0.18710975,-0.2957499,-0.041980818,-0.5976037,0.08808512,1
28,-1.0556064,0.49613106,-1.761666,-1.4748119,-0.015310334,-0.6690268,-0.0052598063,0.08676091,0.32057542,0.97888595,0.6453669,-1.1045214,-0.12086466,0.48932272,-0.5978337,0.0038270792,-0.42780745,-0.065560624,-0.33687437,-0.9180223,0.016009483,0.008522847,0.08467798,-0.6223139,0.55388355,-0.30635422,-0.71176493,-0.020540047,-0.37524447,-0.15675598,1
29,-0.39698362,0.079638146,-0.39103884,-0.58272344,-0.091469154,-0.27988535,-0.100175984,-0.15233019,0.071771055,0.059998926,0.25777775,-0.12947324,0.08711971,-0.030863354,-0.08481886,-0.0059850467,-0.1132285,0.030836403,0.13276817,-0.21133083,-0.14883569,0.062369697,-0.045369443,-0.09911487,0.12007148,-0.09396038,-0.024914358,-0.031568535,-0.16171324,-0.048018876,0
30,-0.74795777,0.21242678,-0.6566803,-0.47468436,-0.08232103,-0.3404392,-0.04373245,-0.14907357,0.04180588,0.08096328,0.29332036,-0.23962565,0.14907223,0.009328341,-0.22372684,-0.10511873,-0.108536035,0.075277925,0.22132993,-0.33990568,0.03019216,0.18246494,-0.12679112,-0.2143129,0.17347142,-0.035877936,-0.052817613,0.022313666,-0.15974432,-0.042438935,0
31,-0.6420136,0.35895652,-0.4068669,-0.6920445,0.1264304,-0.34878248,-0.025150744,-0.09106013,0.0540875,0.054067023,0.25454304,-0.22579749,0.11842647,-0.10121776,-0.2405127,-0.12195279,-0.14355467,0.055263847,0.19948857,-0.29633626,0.05433605,0.014015019,-0.053373866,-0.2965026,0.19245046,0.015754905,-0.051766515,-0.0910822,-0.32261196,0.020185074,0
32,-0.57078,0.29332492,-0.35526055,-0.49576145,0.0073524415,-0.33032554,0.026628293,-0.14341581,0.1162276,-0.013386287,0.17438827,-0.17370959,0.08416836,0.03104584,-0.12955692,-0.091269955,-0.07220961,0.045589134,0.16276044,-0.28313252,-0.045108687,-0.016212434,-0.007836909,-0.18266648,0.20399213,-0.056793313,-0.04306539,-0.066016465,-0.24182372,-0.010361139,0
33,-1.0875826,0.5094112,-1.3438958,-2.1342087,-0.12466201,-0.6658409,0.059093975,0.030939028,0.3217733,0.3933132,0.6639142,-0.84348357,0.15585554,0.37274373,-0.4083186,0.10301714,-0.31502533,0.20288159,0.6427845,-1.013175,0.064826064,-0.14680518,0.10533395,-0.8857611,0.3475703,-0.19734131,-0.41493064,0.12743789,-0.65311784,-0.12030173,1
34,-0.9578582,0.50305605,-1.8582915,-1.6452826,0.0028814478,-0.7266456,-0.0055667106,0.11425626,0.39741534,1.2185798,0.62378895,-1.191778,-0.15264054,0.12315202,-0.77403826,0.0727202,-0.5838167,-0.1560874,-0.56837505,-0.8353481,0.040113952,-0.05437573,0.10271544,-0.682946,0.66965485,-0.3796926,-0.84626925,-0.09530575,-0.45820948,-0.13759208,1
35,-0.91456026,0.45285624,-1.7726532,-1.518924,-0.0030411882,-0.6728669,-0.00018667243,0.09950751,0.367415,1.1343626,0.609036,-1.119085,-0.19001994,0.1820908,-0.6909018,0.08064906,-0.53580296,-0.16257387,-0.54815257,-0.7787506,0.039687093,-0.036092408,0.08942959,-0.63163173,0.6311294,-0.33181113,-0.8061366,-0.07743664,-0.44856945,-0.113024436,1
36,-0.98458266,0.4297874,-1.5390466,-1.7942114,-0.009729443,-0.6919364,0.022303412,0.13155058,0.32447875,0.707301,0.66749084,-0.948703,0.043029394,0.43126994,-0.50859034,0.08092146,-0.3413589,-0.0046501886,-0.050091695,-0.93262404,0.008059509,-0.03561088,0.09427245,-0.7281779,0.5808792,-0.23024486,-0.6484906,0.069841005,-0.43745914,0.08165842,1
37,-0.8070681,0.46825135,-1.4578086,-2.0516772,-0.11385942,-0.5919959,-0.07933494,0.14530866,0.2864973,0.9354176,0.53550655,-0.96455634,-0.18444307,0.27702248,-0.49505785,-0.15057115,-0.27305236,-0.10304773,-0.06865333,-0.87712306,0.08746475,0.029216126,0.12122837,-1.0092479,0.48698398,-0.2892803,-0.7228318,-0.01652086,-0.82692444,-0.004675035,1
38,-0.41639596,0.09804826,-0.40225476,-0.58339304,-0.08729261,-0.28084606,-0.095846355,-0.14176211,0.070667855,0.054839116,0.28331143,-0.15218389,0.09502126,-0.036570817,-0.09480333,0.0007525766,-0.12272023,0.035428837,0.14603902,-0.21709886,-0.16625327,0.0735893,-0.030600872,-0.08850946,0.118537486,-0.0825464,-0.034709908,-0.023453645,-0.16152985,-0.05042426,0
39,-0.64341795,0.3586641,-0.40708452,-0.6913147,0.1265461,-0.3502198,-0.02466709,-0.091414675,0.054083377,0.053298235,0.25430962,-0.22508968,0.118925884,-0.10066458,-0.24051115,-0.12207015,-0.14384086,0.055344697,0.19923352,-0.29552728,0.054455638,0.014454195,-0.053250603,-0.29618496,0.19311035,0.015813071,-0.05051676,-0.091045715,-0.3228716,0.020220054,0
40,-0.46387494,0.08236943,-0.4239425,-0.9171173,0.06734776,-0.29557216,0.0067154905,0.09840223,0.14674424,0.052236605,0.3148222,-0.19882128,0.01762946,0.1790528,-0.19315448,0.22249737,-0.107586786,0.007578686,-0.043243613,-0.4325793,0.08902479,-0.037375256,-0.049596116,-0.2658693,0.13471702,-0.15403394,-0.11250326,-0.04717283,-0.17676349,-0.09062989,0
41,-0.64460284,0.35492098,-0.40954888,-0.69591534,0.1257647,-0.35132354,-0.025593458,-0.09165986,0.05330643,0.054249156,0.2560671,-0.22482555,0.12053321,-0.103696644,-0.24192029,-0.12190808,-0.14414524,0.05729478,0.20029828,-0.2945404,0.054743104,0.01473335,-0.05191354,-0.29572207,0.19308737,0.017498013,-0.049205378,-0.08994926,-0.32180473,0.020945229,0
42,-1.0555394,0.4904795,-1.7381759,-1.4616543,-0.01083325,-0.6587385,-0.0035468321,0.07762639,0.30989295,0.9549105,0.6380664,-1.0846469,-0.11285624,0.48088172,-0.58815855,0.0028049937,-0.42706078,-0.06475476,-0.33119005,-0.9069186,0.009705618,0.005191275,0.07868002,-0.60662293,0.5443381,-0.30562228,-0.7077277,-0.017349862,-0.3735754,-0.14950562,1
43,-0.985329,0.47700718,-1.3881426,-1.9897255,-0.12053743,-0.6196404,0.103545226,0.083192915,0.32319635,0.7079281,0.5881125,-0.9325248,0.06526907,0.39419833,-0.42940065,0.097905956,-0.227819,0.09147192,0.31646925,-0.92114484,0.08849525,0.07981218,0.10575719,-0.8366523,0.51846546,-0.26447755,-0.58391833,0.12334054,-0.7766073,0.0037401435,1
44,-1.00997,0.45858186,-1.4807378,-1.7251812,-0.019884074,-0.7145291,-0.033821687,0.059949618,0.31564558,0.6566817,0.7053054,-0.9520465,0.109579846,0.4331767,-0.5131596,0.066676185,-0.39423972,0.06674617,-0.052083995,-0.9496157,0.0047597997,-0.06459107,0.07749869,-0.7100511,0.5940683,-0.2039386,-0.53823763,0.12571529,-0.43019015,0.08390213,1
45,-0.85811543,0.32163063,-0.93562573,-1.2270514,-0.008508811,-0.5077719,0.20661327,-0.2059522,0.13884829,0.49019256,0.53146863,-0.558345,-0.08860469,0.11935707,-0.42006359,-0.07612482,-0.2801563,0.087987885,0.3208188,-0.5175917,0.050977834,0.057473406,-0.04135058,-0.43709528,0.31305477,-0.25435594,-0.30548298,-0.032524064,-0.49123582,0.008898905,1
46,-1.0404229,0.49957868,-1.3741063,-2.0643299,-0.12541789,-0.6500768,0.10381098,0.10573056,0.32656312,0.594622,0.59760725,-0.94001186,0.09619953,0.39558375,-0.4115748,0.09645173,-0.27608842,0.11248122,0.44784564,-0.93654877,0.0692111,-0.016156085,0.10473931,-0.8905542,0.43995482,-0.24099383,-0.49290377,0.12307895,-0.7734134,-0.037418004,1
47,-0.84536064,0.31653684,-0.9075225,-1.1374881,-0.029939292,-0.44302732,0.18293802,-0.18384328,0.14269982,0.45137888,0.4855706,-0.5335177,-0.077120095,0.094433926,-0.39192554,-0.07169572,-0.25753796,0.06436317,0.34329295,-0.5081591,0.013133917,0.07161617,-0.07454823,-0.4241812,0.21344736,-0.2477385,-0.25430506,-0.036704607,-0.48713908,0.011501465,1
48,-0.91920686,0.46629065,-1.8040771,-1.58085,-0.016472291,-0.67632574,0.00080843456,0.1036042,0.36072695,1.1558313,0.6174607,-1.1551002,-0.20196082,0.20399253,-0.71500325,0.06089316,-0.5388097,-0.16787365,-0.5623743,-0.80231094,0.0488846,-0.057294562,0.09595698,-0.6656451,0.65776473,-0.337853,-0.84165394,-0.06923905,-0.5032939,-0.14694464,1
49,-1.0577843,0.4993196,-1.3336879,-2.0527909,-0.11590176,-0.64187175,0.08387182,0.1067785,0.31799006,0.48246223,0.6024941,-0.9208386,0.12445195,0.39432225,-0.39959335,0.102988996,-0.29467914,0.13495922,0.53000003,-0.93381387,0.07474649,-0.06819825,0.096573375,-0.8749019,0.38718915,-0.21099396,-0.4371574,0.120786704,-0.7400818,-0.04994684,1
50,-0.8491144,0.50424176,-1.4714547,-2.1282547,-0.11956583,-0.6229547,-0.05364819,0.15152112,0.3048337,0.87519497,0.56790924,-0.97095275,-0.12434538,0.25649565,-0.4956475,-0.12786236,-0.2807058,-0.05038639,0.054142565,-0.9013736,0.07231783,-0.015906818,0.11775428,-1.0283489,0.4924433,-0.26976693,-0.698622,-0.002210576,-0.8272643,0.014891148,1
51,-0.7795888,0.46374062,-1.4512091,-2.045286,-0.12644826,-0.60757864,-0.0929164,0.13471863,0.26072788,0.98648125,0.501881,-0.991143,-0.2503482,0.26718697,-0.5390321,-0.1750034,-0.26587397,-0.1219583,-0.18514624,-0.8515736,0.13408366,0.0070320303,0.119874984,-0.99489784,0.51409537,-0.32083863,-0.8000255,-0.027242161,-0.8460459,-0.03122472,1
52,-0.9731802,0.4304213,-1.463152,-1.7416421,-0.017568896,-0.68898755,0.0027721664,0.08623348,0.33218414,0.6271319,0.6817751,-0.9371726,0.121676445,0.42870986,-0.48788944,0.09503728,-0.3436528,0.061106134,0.00226105,-0.93464994,0.0033270605,-0.0807373,0.06824357,-0.7063631,0.59795684,-0.21231069,-0.56333625,0.10192418,-0.4238582,0.093687534,1
53,-0.94707716,0.45640892,-1.8155602,-1.5224155,-0.023649776,-0.6915368,-0.007137919,0.10311636,0.37247652,1.1609519,0.6303843,-1.1087682,-0.21300499,0.17250133,-0.6984845,0.06435633,-0.55266434,-0.15852153,-0.5384658,-0.8373004,0.054950804,-0.040548675,0.09665908,-0.65192914,0.630641,-0.35154307,-0.77604645,-0.091629,-0.4422398,-0.12197421,1
54,-1.2091509,0.5909797,-1.359011,-1.368132,-0.20685108,-0.7207057,0.1333752,-0.145529,0.25740826,0.68122953,0.8972597,-0.8757576,0.22028215,0.16760954,-0.60250336,0.029470447,-0.3363026,0.19917232,0.428675,-0.8639611,0.04127656,-0.10755394,-0.16216041,-0.5984549,0.7846868,-0.19823812,-0.31041187,-0.03346822,-0.61624515,0.09605207,1
55,-1.0177926,0.4945336,-1.4148271,-2.049888,-0.133556,-0.6449102,0.11245417,0.10304348,0.33512223,0.67886156,0.5921758,-0.94699395,0.07069169,0.3958466,-0.42882863,0.088907376,-0.26275662,0.09455376,0.35902473,-0.9447925,0.080803044,0.053725608,0.100034446,-0.88796616,0.4981188,-0.26091194,-0.5456079,0.12788218,-0.8025546,-0.011242496,1
56,-0.6601669,0.25274548,-0.6834226,-1.0547694,-0.046068206,-0.41769874,-0.04550352,0.10820663,0.16003516,0.22404957,0.33052322,-0.40252024,0.24185261,0.2179993,-0.25382626,0.038420826,-0.16446589,0.048636317,0.08587395,-0.53051084,0.014550071,0.014231704,0.0320022,-0.3896591,0.23931277,-0.1879584,-0.25706553,0.15885213,-0.30873019,-0.06325752,0
57,-0.998073,0.4572717,-1.7868364,-1.4991285,-0.021707902,-0.66396326,-0.003688652,0.09630962,0.3579232,1.0938978,0.6432756,-1.1035839,-0.20092548,0.26413402,-0.6584111,0.05214513,-0.50786924,-0.13348818,-0.47525275,-0.8488456,0.03202831,-0.017742671,0.08481067,-0.6378817,0.6007195,-0.32134473,-0.7622239,-0.06439307,-0.42346358,-0.120791025,1
58,-0.94601107,0.431248,-1.2548536,-1.8873583,-0.121896274,-0.5801568,0.09125591,0.07390623,0.29169977,0.55787414,0.58254737,-0.858303,0.07207097,0.3557588,-0.38543743,0.084933214,-0.2592092,0.080007106,0.41315725,-0.8321273,0.06670167,0.0037633749,0.08477771,-0.802498,0.38397992,-0.23082703,-0.4383446,0.1048417,-0.72104055,-0.052193075,1
59,-1.0151092,0.4442318,-1.5229975,-1.8488173,-0.042986378,-0.7004996,0.08835525,0.13694105,0.34717953,0.6803581,0.6695349,-0.9301466,0.09916167,0.44517422,-0.505721,0.12625174,-0.2760066,0.06019986,0.10041219,-0.9779645,0.020440549,-0.029118888,0.08297502,-0.7696455,0.6087567,-0.24203922,-0.6105485,0.0981176,-0.52384436,0.07879732,1
60,-0.6571929,0.33952847,-0.4077195,-0.6843381,0.11637719,-0.36063823,-0.025509177,-0.098828286,0.0463468,0.051848166,0.24005285,-0.21544826,0.10954954,-0.10816539,-0.24551603,-0.12567407,-0.13997902,0.05766892,0.19551103,-0.28502753,0.055100076,0.013243564,-0.052934326,-0.2973367,0.19263795,0.01581188,-0.04089274,-0.0920203,-0.3065223,0.027198592,0
61,-0.9926044,0.47368327,-1.3769401,-1.9816469,-0.12328685,-0.6248324,0.104305625,0.10039261,0.3225358,0.6671189,0.5828398,-0.9194981,0.06352548,0.37794662,-0.42043415,0.08450729,-0.24554737,0.09743857,0.33251697,-0.9193302,0.075826645,0.06401185,0.09913786,-0.85775095,0.49575314,-0.2531777,-0.5327821,0.12431478,-0.77590847,-0.009248143,1
62,-0.98266995,0.4122194,-1.4771663,-1.7104318,-0.009064427,-0.6945884,0.015084613,0.11535403,0.3122573,0.61262673,0.6956739,-0.9193935,0.09467207,0.43107104,-0.487641,0.115393415,-0.33167565,0.04320428,0.0007691644,-0.9308331,0.0023508742,-0.06474448,0.086512,-0.6937237,0.58519554,-0.1951908,-0.5840789,0.11357132,-0.37656763,0.0963576,1
63,-1.2169749,0.5816158,-1.3904175,-1.3621315,-0.17094457,-0.73717946,0.12911011,-0.13751578,0.25827122,0.66288406,0.86885667,-0.8831495,0.21608743,0.16751273,-0.6058239,0.040078852,-0.32938084,0.18519947,0.41496512,-0.85890096,0.029002048,-0.095149554,-0.14904161,-0.5885638,0.7716831,-0.18666637,-0.31013256,-0.043394987,-0.60921407,0.092674956,1
64,-1.0443543,0.4724998,-1.7764276,-1.4892877,-0.012417093,-0.67016023,0.0012034308,0.082467034,0.32899266,1.0075136,0.65062726,-1.1108397,-0.13671754,0.4382639,-0.61478114,0.01735863,-0.4423671,-0.084211916,-0.3584085,-0.90269387,0.02239655,-0.0025641462,0.07922219,-0.6373026,0.5651326,-0.31422436,-0.73488975,-0.031442568,-0.3941513,-0.15515094,1
65,-0.96828866,0.48298633,-1.2935984,-1.5599183,-0.037614524,-0.67631644,0.009674798,-0.014692411,0.27386427,0.55070764,0.6810341,-0.8647598,0.14237893,0.28179854,-0.5078747,0.011993784,-0.36154002,0.10137051,0.098088145,-0.8259125,0.018728174,-0.09415894,-0.0033020622,-0.64097786,0.56318635,-0.2002347,-0.43704885,0.037871696,-0.49826208,0.075007096,1
66,-0.9926214,0.41275606,-1.5013748,-1.7247304,-0.006999811,-0.6964471,0.024987072,0.123296395,0.31478608,0.61615163,0.6833248,-0.93358874,0.09770383,0.44304574,-0.48911062,0.116122626,-0.34168625,0.040750384,-0.0043300465,-0.94148636,-0.0016825236,-0.0669569,0.0901539,-0.6916745,0.58536065,-0.19789366,-0.6023616,0.11142484,-0.3674097,0.093764596,1
67,-0.9987406,0.39768875,-1.7358434,-1.591889,-0.015429961,-0.65145725,-0.035689183,0.11375347,0.15669042,0.38307613,0.63245517,-1.0691074,0.11358905,0.31421727,-0.52761996,0.18707427,-0.3355836,0.06617227,-0.035049167,-0.8933384,-0.017405588,-0.17895707,0.0791147,-0.6711641,0.6389606,-0.28284198,-0.608617,-0.04988429,-0.3734574,-0.009246614,1
